"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"PARP15",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX6",0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,0,0,1
"PCBP3",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,1
"PCDH10",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,1
"PCDH15",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"PCDHAC2",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"PCGF2",0,0,-1,-1,-1,0,-1,0,0,0,-1,1,0,0,0,1
"PCLO",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PCP4",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"PCP4L1",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"PCSK2",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"PCSK6",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PCYT1B",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"PDC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1
"PDE1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PDE3A",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDE3B",0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,-1
"PDE6A",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"PDE6B",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"PDE6G",-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,1
"PDE6H",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"PDLIM3",0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,1
"PDPN",0,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,1
"PDZD4",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0
"PEBP4",0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1
"PEG10",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"PEG3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PEX5L",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"PFKFB2",0,0,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,1
"PFKM",0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1
"PGBD5",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PHC1",0,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,0,1
"PHF24",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0
"PHLDB2",0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,-1
"PHYHIPL",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"PIANP",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0
"PIFO",0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1
"PIP5K1B",0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1
"PITPNM1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"PITPNM3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"PIWIL1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"PKIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G4C",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"PLA2G5",0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1
"PLCB4",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PLCD3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PLCD4",0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,0,-1,0,1
"PLCH1",0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,1
"PLCH2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"PLEKHA6",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,1
"PLEKHB1",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"PLEKHH1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"PLIN1",0,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,-1
"PLIN4",0,0,0,1,1,1,1,0,0,1,0,0,-1,0,-1,-1
"PLP1",0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0
"PLS1",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"PNCK",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"PNMAL1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"PODXL",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"POSTN",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"PPAP2C",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,1
"PPEF2",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"PPFIA2",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"PPFIA3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PPFIA4",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,1
"PPIP5K1",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"PPM1E",0,0,-1,0,0,0,-1,0,0,-1,-1,0,-1,-1,0,1
"PPM1H",0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,1
"PPP1R3C",0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1
"PPP1R3F",0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0
"PPP1R9A",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"PPP2R2B",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"PPP2R2C",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0
"PPP4R4",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"PRCD",0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,1
"PRIMA1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"PRKCA",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"PRODH",0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
"PROM1",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"PROX1",0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1
"PRPF40B",0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
"PRPH2",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,1
"PRR36",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"PRRT2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PRSS35",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"PRTG",0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,1
"PRUNE2",0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,1
"PSD",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"PSD2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0
"PTGER4",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"PTH2R",0,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,1
"PTMS",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"PTN",0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,1
"PTPN7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPRC",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPRD",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"PTPRN",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"PTPRN2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"PTPRT",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0
"PTPRZ1",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,1,1
"PVALB",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"PVRL1",0,0,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,1,1
"RAB15",0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0
"RAB26",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"RAB3A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0
"RAB3B",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0
"RAC2",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"RALYL",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"RARB",0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"RASGRF1",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"RASL10B",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RASSF2",0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,1
"RAX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RAX2",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RBFOX1",0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0
"RBFOX2",0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,1
"RBP3",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RCAN2",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
"RCVRN",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RD3",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RDH12",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RDH8",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"REEP1",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"REEP2",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0
"REEP6",0,0,-1,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0
"REPS2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"RFPL1S",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0
"RGR",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RGS4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"RGS7",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"RGS9",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"RGS9BP",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"RHBDL3",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,0,1
"RHO",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RHOH",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHPN2",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"RIC3",0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,1
"RIMBP2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,1
"RIMKLA",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"RIMS1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"RIMS2",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,1
"RIMS3",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"RIMS4",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"RLBP1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RN7SK",0,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0
"RND2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"RNF125",0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,-1
"RNF157",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"ROBO2",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"ROGDI",0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0
"ROM1",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"RORB",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,0,0,1
"RP1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1
"RP1L1",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RPE65",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1
"RPGRIP1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1
"RPH3A",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"RPS6KA6",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"RRH",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1
"RS1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"RSPH1",0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,1
"RTBDN",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"RTN1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"RUNDC3A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0
"RYR1",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"RYR2",0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0
"SAA1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1
"SAG",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"SALL1",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0
"SALL2",0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1
"SAMD11",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"SAMD12",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"SAMD14",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"SAMD15",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"SAMD5",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"SAMD7",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"SARM1",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"SBK1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"SCAMP5",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,1
"SCD5",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,1
"SCG2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"SCG3",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"SCG5",0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"SCN1A",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"SCN2A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"SCN2B",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCN3B",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"SCN5A",0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0
"SCN7A",0,-1,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1
"SCN8A",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"SCRN1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"SCRT1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SDC4",0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1
"SEC14L2",0,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,1
"SEC14L5",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SELL",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEMA4B",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1
"SEMA5A",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"SEMA7A",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"SEPT3",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"SEPT4",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,1
"SERPINA3",0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,1
"SEZ6",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0
"SEZ6L",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"SEZ6L2",0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,1
"SGIP1",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"SGK494",0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,1
"SGSM1",0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0
"SH2D1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH3GL2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"SH3GL3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0
"SHANK2",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"SHROOM2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"SHROOM3",0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,0,1
"SIX3",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"SLAIN1",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"SLC12A5",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"SLC16A9",0,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,1
"SLC17A6",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"SLC17A7",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0
"SLC1A2",0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,1
"SLC1A3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"SLC22A17",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SLC23A2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"SLC24A1",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,1
"SLC24A2",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,1
"SLC24A4",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"SLC25A22",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"SLC25A23",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"SLC25A27",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"SLC25A29",0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1
"SLC27A6",0,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,0
"SLC2A1",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1
"SLC2A11",0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,1
"SLC2A12",0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0
"SLC35F1",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"SLC38A3",0,0,-1,-1,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"SLC39A12",0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,1
"SLC4A10",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"SLC4A3",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC4A8",0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,1
"SLC6A1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"SLC6A15",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,1
"SLC6A17",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0
"SLC6A6",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"SLC6A8",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"SLC7A14",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"SLC7A2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"SLC7A5",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"SLC7A8",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"SLC8A2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SLC8A3",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"SLCO4A1",0,0,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,1
"SLITRK1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SLITRK2",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,1
"SLN",0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,0,1
"SMARCA1",0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,1
"SMIM24",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"SNAP25",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,1
"SNAP91",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"SNCB",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SNPH",0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0
"SORCS1",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"SORCS2",0,0,-1,-1,0,0,0,0,0,-1,-1,0,1,1,0,1
"SOWAHA",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0
"SOX12",0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,1
"SOX2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,1,1
"SOX2-OT",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0
"SOX8",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SOX9",0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1
"SPARCL1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"SPHKAP",0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0
"SPIRE1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"SPOCK1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"SPOCK3",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"SPTB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPTBN2",0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,1
"SPTBN4",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"SPTBN5",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"SRCIN1",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"SRGAP3",0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,1
"SRL",0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"SRRM3",0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,1
"SRRM4",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"ST18",0,0,-1,-1,0,0,-1,0,-1,-1,-1,0,0,-1,0,1
"ST5",0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1
"ST6GALNAC2",0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,1
"ST6GALNAC5",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"ST8SIA3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"STAC2",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"STC1",0,0,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,1
"STK33",0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1
"STK35",0,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,0,0,1
"STMN2",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"STMN4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"STON2",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"STX3",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"STXBP5L",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SULF1",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1
"SULT4A1",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,1
"SUSD4",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"SV2A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"SV2B",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,1
"SV2C",0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,-1,0,1
"SVOP",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SYN1",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0
"SYNGR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYNGR3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"SYNPR",0,0,-1,0,-1,-1,0,0,0,-1,-1,0,-1,-1,0,1
"SYP",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,1
"SYT1",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
