"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"NFASC",-0.341753553005528,-2.03696123674527,-2.76073502931734,-1.54926793327228,-1.73699962826397,-3.062520818641,-2.00963447720429,-0.929588273411903,-1.21265482622498,-1.58143033643721,-1.51084155508378,0.110810385432557,-2.2587297276906,-1.76914704495522,-0.334476395127456,0.974842354166753
"NGFR",-1.51589955608589,-2.08899603616972,-2.10865171598157,-1.57479776603259,-1.29439114287649,-0.667143299850421,-1.5471020913093,-1.41175840029409,-1.26373287947214,-0.864740281460108,-1.08097768567847,0.158557521294863,-1.09346658783351,-1.55421560036801,-0.122676423841277,0.890426144333162
"NIM1K",-0.58909026672289,-1.19790127343017,-1.43035308473497,-1.00538211908095,-1.3427552179643,-1.68463945487354,-1.23307665382033,-0.908136537169465,-0.897645155403255,-1.52680941624971,-1.30645840702859,-0.529545373218848,-0.596711156857879,-0.664914766885753,-0.381632256012825,0.764717453546671
"NLGN2",-0.534419755635477,-1.5622227102005,-2.33173420939021,-0.631015233477044,-0.775258831929831,-0.653846244613208,-1.26794754770551,-0.613564790414031,-0.906910440582557,-0.914671859624323,-1.38263462772497,-0.0569686151190236,-0.989349184068562,-0.910974011510534,-0.183444531986784,0.656577734537374
"NLGN4X",-0.544332661686648,-1.14438503309139,-1.67414273187465,-0.183951563702853,-0.232285288861326,-0.588120802918423,-0.787751193465592,-0.219650089234688,-0.602201734603672,-0.506174278433983,-0.981966528857885,-0.298608735946954,-2.15995301994768,-1.84041544084692,0.0741283524757135,0.538838199675842
"NLK",-0.900789674205581,-2.03988216887388,-2.14250709857186,-0.799888217533954,-0.973273327855664,-1.01054498633445,-1.5957531447229,-0.834245061055908,-1.03152574177379,-0.926516961631633,-1.08498614816547,-0.00565294680434381,-0.178256030578102,-0.495200865975154,-0.133347023685108,0.761209366124525
"NLRP1",0.484392599098022,1.36326386092557,1.72178962158055,2.07400613760634,1.49323794692931,2.96711820554159,1.89483500952364,1.01142402573057,0.893360665392927,1.35072082929139,0.517248500827957,-0.125012166316191,1.26678427124922,1.65334021665523,-0.773523416914853,-0.628064333023105
"NOL4",-0.669110129968047,-1.05468741422789,-1.49866588752038,-0.898660102312848,-1.21080973612132,-2.08129857820816,-1.28308551386502,-0.642627368059662,-0.784540943682507,-1.57930723397033,-1.00246017039062,-0.348347614134742,-1.90659893369044,-2.05204862236903,-0.538558247308123,0.644789020562046
"NPTX1",-0.431963738785893,-1.99621513905032,-2.63043233813946,-1.46268122865785,-2.12829504955685,-3.37982744355816,-2.14841357547909,-0.911528239561764,-1.25205096047282,-2.73015081157264,-1.68381501875111,-0.685351709501719,-0.88040884029702,-0.838359113693825,-0.626027137644225,0.825032038765037
"NPTX2",-0.110059936295611,-1.02431517178463,-1.63934196742044,-0.845940139920984,-0.957852395201347,-2.00354457244823,-1.1095929456539,-0.199031078143411,-0.541816879335897,-1.01483804915033,-0.337169818988223,0.0466385905660673,-2.20206392302366,-2.13478359513695,0.233932560514254,0.351862500914519
"NPTXR",0.742581141922477,-0.815234985673389,-1.55498016212713,0.0455088467940179,-0.59886087647653,-1.25425915813185,-0.802786849123262,0.364225070420504,-0.148820513430628,-0.508603938180269,-0.652957243051776,0.00232493830996283,-1.82854510076747,-1.46952191493464,-0.434158587955189,0.149112951874181
"NPVF",-1.83872931595225,-1.86419026820055,-1.86761368171605,-1.86666504362272,-1.86889668534191,-1.87253579203295,-1.87253579203295,-1.86833062137916,-1.68959350643578,-1.86905822173622,-1.62502139570991,-0.403121876845205,-1.87253579203295,-1.87253579203295,-0.427183489587859,1.21468140213102
"NR2E1",-1.291716014426,-1.78813523695522,-1.98471691210976,-1.50306919792172,-1.92535427729978,-2.38160254383402,-1.82622041339117,-1.34578523821619,-1.28305743381539,-2.15602063072471,-1.7069095549957,-0.631276624044388,-2.19829547704596,-1.88477352688868,-0.714034078627323,1.14378928959122
"NR2E3",-2.05136576962992,-1.81353179590427,-2.03316114875259,-2.03210135267636,-2.05829442151227,-2.09103201143299,-1.98640555304168,-1.90662662479338,-1.66344786517504,-2.02516664011866,-1.66475458636968,-0.273723644144185,-1.74633104989735,-1.98185312128973,-0.315621443903323,1.42731492010757
"NR2F1",-0.71434820505538,-1.76803494017997,-2.32741634597439,-0.449880655036391,-1.11106535312739,-0.895881781683054,-1.37308759055597,-0.914303162898634,-1.04548684015714,-1.66816627572929,-1.84780756860272,0.0566820742656038,1.5515345878619,0.85428111504135,-0.202396470010294,0.784296661741801
