"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"ADAM11",0.484334573701322,0.179785008283741,4.02633290927378e-09,0.75707347878587,0.0296450291607689,2.20790641375598e-05,0.0468378594210317,0.704336862045091,0.748176409112139,0.00116657449667031,2.62217990514811e-08,0.327783981449556,0.000531699196972821,0.000114840949874321,0.409814066588656,0.0107711502977891
"ADAM23",0.601933203656569,0.00764939035659052,4.68073495881141e-13,0.00114090550472067,0.000603040475351697,9.75037408273632e-05,0.000193381120997101,0.359857119706061,0.176460737773327,0.249964207149258,0.000139659883433289,0.827212535628784,1.87081470696014e-06,2.36652426220363e-08,0.50050944570443,8.98354248651322e-05
"ADAMTS1",0.222172065640208,0.025090793122375,8.6833633949185e-13,0.0378009445146927,0.352522469531209,0.159941002212394,0.0143721566315193,0.033520509594339,0.0217432505862327,0.254036276243182,1.43377935722357e-08,0.00604052907590977,0.00207893716293393,3.80366570227639e-06,0.179963910844378,6.71203022037793e-17
"ADARB2",0.60169849315499,0.00411016099008689,5.34999441354318e-25,0.00109357543641408,4.96917385713892e-06,2.21610795884416e-07,9.54574143392986e-06,0.0354923797925613,0.0120472954234495,2.34352146261767e-15,9.17113925466846e-37,0.0258768920148403,0.00118601442816966,0.0118833421325994,0.0903158804841183,4.00231789401648e-08
"ADCY1",0.873544642449849,0.0059340027930868,3.8546014153384e-22,0.0189153839841221,0.000544029197976385,1.13099917295147e-07,0.00137260631274952,0.118423209607984,0.0649008801026171,1.84970113507191e-08,2.65801209251386e-27,0.583239048794453,6.91457615121259e-16,4.73212815969546e-05,0.853368767729703,6.02247406333324e-07
"ADCY2",0.895180401962208,0.0245884062939242,7.2259277458145e-21,0.248236458781734,0.0188323217512014,0.000124668852257472,0.00106706565051124,0.418123683732862,0.105322394416473,1.13180808999827e-06,2.95225661935619e-22,0.193328771127711,1.7119547183262e-07,8.55706708895667e-07,0.725931746997572,0.000432042772087941
"ADD2",0.48851727970175,0.0684320886869517,1.16340875727671e-09,0.00121643500542326,0.0032301586221477,0.00390223957958389,6.49648511509624e-05,0.241221551902012,0.127932951861269,1.08722643672221e-05,4.85502165321816e-09,0.175093540404356,7.90408141557172e-06,0.000801490400146952,0.0721761143911117,1.64746502271877e-06
"ADGRB2",0.645718727425856,0.598937842365206,1.36104038943351e-07,0.896801791860321,0.1537011838798,0.00182498647685896,0.0879263324407193,0.271598924069143,0.902006772531044,0.00145104129415042,4.88731376116525e-10,0.390578938204351,8.59685750109262e-06,3.03862917546868e-08,0.720496303822045,0.955976084508517
"ADGRB3",0.856935306136694,0.109415270231338,2.36685882853143e-15,0.28217933305714,0.00235131119539764,2.05667937408721e-05,0.000887611616296789,0.566696322869288,0.251956603248275,1.85385372612229e-09,1.02488722890057e-29,0.0950478345718958,0.250983381003745,0.550228768708836,0.109017552635317,2.17882977025557e-05
"ADGRL1",0.951873045983847,0.199179772888599,5.55379449145851e-12,0.187429053421616,0.905536816597745,0.134106278672689,0.246432212915265,0.528901185712976,0.635686669949939,0.0229022277780418,6.78119879228673e-17,0.535609460773082,3.6573804529871e-05,7.37133250446866e-17,0.20805936586895,0.0652639920298586
"ADGRL3",0.934352939344776,0.00435715533535619,4.50560204790848e-23,0.00811915996808348,0.000235187446045636,0.000291779606289185,0.000283110542317244,0.0773470740426547,0.00946859694269702,4.21292445198738e-05,6.06872679381122e-31,0.0499752499043002,0.00543352869814299,0.00734171660586473,0.496979806943791,3.01777741008901e-07
"ADGRV1",0.0195761624673681,1.05384900976096e-07,1.73003554665473e-75,5.41685167524829e-22,6.54232154344839e-15,4.18549475319834e-24,3.51522864675463e-16,9.88897567091243e-10,8.31851297579289e-09,4.47465229563756e-15,4.38789379132939e-49,0.213417760317989,0.482969433415659,0.489639802359255,0.160368046672726,2.30174730559063e-15
"ADH1B",0.568006033077088,0.800547127913885,0.326123992149506,1.86628298704225e-10,2.50819916153672e-08,1.51820927656663e-09,9.28325693988829e-06,0.0206253872045681,0.0079835938564379,9.54920336686083e-08,0.723334036752333,0.324311022213561,0.00139750327967975,0.000860404559660059,0.00191631205836108,0.00176877390720063
"ADIPOQ",0.853089120090776,0.0947981548061821,3.25682250324962e-06,9.84165936040897e-16,4.25246465346026e-12,6.95507778886854e-12,1.69475093941982e-07,0.000112896032830925,0.000189920024662061,2.30382077805893e-09,0.0522146274876929,0.538963399073279,5.63942578384813e-51,5.63942578384813e-51,1.99465986219938e-31,4.36374767895888e-27
"AGT",0.335380859556239,0.0361721080811064,5.06697801921298e-12,7.23923875702481e-05,0.0187268455696994,3.50149052181956e-05,0.0115250462616897,0.216643608941987,0.291715151931578,0.294951501388429,2.20057188101798e-06,0.705866708928523,0.177841170303417,0.309644530251564,0.00841688514389732,0.0180531463598029
"AHNAK2",0.752619473251762,0.00151707494141379,3.78326139695548e-27,0.0251063477173314,0.00243201130324959,0.474860669935064,9.44355263109911e-05,0.00437549687594365,0.000133564627699267,7.06930636042769e-06,1.19559675582479e-47,0.0521400874296498,0.134718580402138,0.179960554893251,2.20855878703997e-05,2.62419750596037e-08
"AIPL1",7.05095223543072e-42,2.37265024798283e-83,1.72527319169879e-90,3.59450602234964e-89,1.63740734657504e-77,5.46912077274395e-61,1.97369959963904e-85,3.59934216601103e-82,1.13344557474988e-10,9.30135704419678e-91,5.30370453643262e-49,0.649911266172052,8.285818223377e-93,8.285818223377e-93,0.576067341259341,3.31279498331918e-11
"AKAP6",0.933652261679121,0.00180357507558467,1.37048743471832e-13,7.67295209920631e-05,1.64098724129243e-05,5.63957748271712e-05,5.55409047308168e-06,0.137239852662225,0.0632380201781489,0.0155876835839523,5.04250958330922e-05,0.0187353243665118,0.235807997517555,0.0639469260048893,0.0817732067945478,1.05521696287532e-07
"ALDOC",0.772270367415237,0.00501929929051205,3.43907575953723e-09,0.248898504498571,0.385538463401613,0.649355266678418,0.0356248548423675,0.0823908492818767,0.281667678377202,0.0570055435354334,2.1655049729292e-18,0.310550251507444,0.000155933379712479,1.11087345259159e-12,0.465726193294484,2.00661093760826e-06
"AMER2",0.465364862783865,0.000112641877993243,4.45726274919997e-32,0.000378919566512829,8.26675889929873e-07,0.000124819884118026,7.07570074099045e-07,0.000959356355058513,0.000687421137999046,5.32242759002922e-18,7.22794009894659e-50,0.0145137156703962,5.85837671693159e-22,6.7473587299518e-08,0.101419522671397,2.76784893827799e-09
"AMER3",0.910422958119006,0.0739755474931422,1.58975905962096e-14,0.0599776160058299,0.000417929402576622,3.16219728054072e-155,0.000485053357726827,0.357779177106922,0.11586891718905,2.3080412624593e-09,2.77298987682581e-22,0.433830671659228,3.16219728054072e-155,3.16219728054072e-155,0.219753129313923,6.04038726150263e-05
"AMICA1",0.18342187102186,0.221151935933237,5.34301364621545e-07,0.000414728345241017,0.00473549391518714,0.000573033105789814,0.0216386478020375,0.781101553690712,0.586792903870267,0.0213091873958492,3.86733427348447e-05,0.967209159572921,0.0020110057081642,0.000369310566883963,0.165694061716564,0.175044453420482
"AMPH",0.966575857043709,0.0211607047688706,1.2383550075609e-15,0.602785973444311,0.106137005583935,0.000723479385912622,0.00419165653759213,0.179037923101277,0.0673127065509551,0.00112558179074077,2.79628330652433e-30,0.389673299214598,2.42887382386391e-05,6.98160599946021e-05,0.016165268898104,7.8168447062989e-06
"ANK2",0.972658304276751,0.00744345808605133,7.21579129167912e-14,0.262564344394106,0.989546198357318,0.0522636745962642,0.0245520142726895,0.373128668715336,0.285150755332702,0.572905425025187,1.92757169128598e-22,0.265991461162157,1.29633255463459e-14,1.04654023510681e-05,0.0197593176970222,1.01652952023088e-06
"ANKRD33",7.41511629485973e-21,6.62585727311132e-54,8.92631673484216e-89,6.60916215625931e-79,2.87818122111094e-74,2.04802768548004e-75,2.23565544421212e-56,3.4325440145992e-82,6.66798636256415e-12,6.6490824767708e-79,2.55201631384257e-45,0.420915695827131,2.0149200432139e-24,2.74135366339102e-09,0.509657087052972,1.83445907591964e-10
"ANO2",0.0438619334004503,4.1819369245979e-07,1.50026550894978e-39,1.90090409769258e-09,1.2549084026351e-07,0.0519022250552145,3.50617908880943e-07,6.74867085462423e-15,9.24574648767914e-06,3.00507498500005e-07,6.34813954792322e-45,0.285566108007649,2.88995093613339e-06,1.48359160980202e-05,0.143573662902724,1.41331550895114e-10
"ANO5",0.689143901594853,0.0237102254003035,6.53121997392409e-07,0.91324737420704,0.729210879781771,0.150603725399692,0.0670568325470755,0.775111869806639,0.981390129331983,0.0293320698379607,0.83226307562731,0.0340676736270924,0.0153661659593437,0.12462597422965,0.0443457032407315,0.000400957550933261
"ANOS1",0.248040690438327,1.83597358766164e-05,8.94755634093267e-34,0.000108590230034044,0.0100360173192576,0.104570755703661,3.64802048318347e-05,9.17635729207341e-06,0.000113523882498634,0.000283974987585383,2.83743242362446e-42,0.431965656440525,1.42063942954678e-05,0.000171577083499052,0.561554245585901,4.91883688687236e-18
"AP3B2",0.680514027510139,0.00183511611834303,3.88551264099646e-29,0.000171154205200653,1.42563931023125e-06,6.53351905433676e-08,4.97837228690406e-07,0.0211214978876663,0.0049699575143674,5.85224908051771e-14,4.27640184291062e-38,0.0418376878288061,9.5345824059659e-09,0.000466984510938743,0.276666699565663,1.94314201647446e-08
"APBA1",0.756873355859036,0.00708460879731924,4.88121545823893e-19,0.875644997871772,0.016771078151324,1.9889507148269e-05,0.0282236454626429,0.331842741277207,0.0981637097870234,5.32034274555074e-08,7.56251748423424e-35,0.90894221273809,6.96385624666107e-05,0.010373083041242,0.435573161498819,2.89719847210359e-10
"APC2",0.52205279366405,0.32460599849781,1.96531823789797e-06,0.366721431325482,0.331987662133704,1.01188559909783e-08,0.189584078412114,0.290998748041347,0.882147943354021,8.08903867090153e-06,1.05250790512954e-15,0.223832518173491,7.35675667755543e-24,9.00057638613361e-19,0.177108205496753,0.0578008686451757
"APLP1",0.958484993941827,0.0292478299909525,4.42738138731418e-18,0.00728354267347112,0.000208071592245326,4.13195043494959e-15,5.85609002623878e-05,0.427856839207349,0.053021821288819,3.33521101806665e-07,1.72095099375303e-17,0.117962028729132,1.09491657951794e-07,2.32058333921031e-09,0.897535115501978,2.58300004088227e-09
"APOB",0.505481453431625,0.108557679314084,2.46103189284185e-05,6.39529819453499e-11,9.90813362334058e-09,0.000227187794992091,6.27371997915407e-06,0.00157502650908901,0.00172744045841901,5.78406109784424e-09,7.53240469093544e-09,0.369188714068602,5.77915622757789e-10,0.00252868012263389,0.029000208596437,7.43588278325968e-22
"APOE",0.231474343392374,0.0160796177518678,8.56281682014184e-26,0.086768874958946,0.328081440791635,0.236916498214602,0.00688730249576263,0.109311698019974,0.109025443514267,0.0290595282287685,5.42513003533063e-25,0.931016120577368,0.0116706575169165,0.142539467867602,0.0379212221425207,2.39670427401317e-06
"APOL3",0.436360122871897,0.0402621633457953,1.8272431127102e-12,1.14620044588776e-15,0.000378440437673969,1.64560332004633e-05,2.30584086917047e-05,0.00622182783619595,0.015144835500963,4.28525980059524e-05,6.52076439888102e-06,0.717477701447817,0.174896846611493,0.0178004891912778,0.0198714661728468,2.1507484965485e-05
"APP",0.931986659502355,0.013206794403823,2.48965507306807e-15,0.236324311959429,0.186063219820219,0.250378054886067,0.00229548113403096,0.199139410242107,0.027849618837851,0.506286437984532,1.0790413773567e-09,5.08573143926925e-06,1.52941259358839e-06,0.000308608107539886,0.00254174483844866,7.78082597336304e-13
"AQP4",0.051545117479997,2.07527962760098e-07,2.44905921308938e-57,1.59392389801248e-13,1.60859384069625e-14,1.26698017303879e-32,4.12475497691197e-14,5.35869920947837e-07,2.39855183320739e-06,2.4358858236667e-20,6.91441427786524e-48,0.487131107397481,0.000108013295902258,0.00188680642899086,0.0679893223057769,1.933927799524e-25
"AQP7",0.464712067843312,0.129692690391561,1.0836191540116e-05,6.32699927393521e-15,3.27358418775928e-11,6.23759448554079e-15,8.14875460755972e-08,9.98753427857282e-05,0.000200470962805471,1.52396088345474e-12,4.13610207713062e-11,0.10439610389605,0.966887022151931,0.750503031170395,8.68783394498981e-10,2.97907048808146e-24
"ARF3",0.927185941436353,0.0102713098976066,1.33937133499614e-16,0.400276507730537,0.0479833800142046,0.0107742055732389,0.000546785787913503,0.164079633511274,0.0150707613286846,0.000603738835371121,1.28653351093125e-19,0.469364524618863,0.606124029100049,0.0818493466989761,0.388365462146335,3.09622639055848e-12
"ARFGEF3",0.928064186796916,0.00245258980429831,5.53595685069097e-27,0.0157387795850017,0.0035044710178459,3.36868003315825e-06,0.000209341089167609,0.245509481192589,0.014093514666482,0.00134030168764672,1.38042769528017e-14,0.425186367477435,0.0169104072005508,0.202702457757304,0.310535015360353,3.97139454978587e-05
"ARHGAP15",0.144322579241709,0.134889247539575,2.09708271766378e-12,0.00649629834662214,0.109636865691567,0.0163539777205282,0.00240035769197006,0.298189735336794,0.219918295718008,0.32926997621978,9.30251902270749e-05,0.0916831519959915,0.00663315921693138,0.00610306960885081,0.00111372056047899,0.00450334032812405
"ARHGAP23",0.152664328690029,0.0076695740422296,3.50552243937118e-16,0.225620684952418,0.0279908220193811,0.0117412354746042,0.00770512629150482,0.727591888554218,0.0487072694947987,0.0486395636955433,7.07114386385342e-15,0.162458202674867,0.0295083882763813,0.741883367123151,0.00206606967077105,0.000335453728467764
"ARHGAP25",0.160256436609336,0.0918314189985316,7.76327210664245e-11,9.05945564278436e-12,5.89867679810794e-06,0.000719882644281376,1.7290941097073e-08,0.00194724773700363,0.0238121662845958,0.00187254328692331,3.68045609440991e-05,0.416616881674036,0.00557171768816507,0.0103300274839641,0.336211327320959,0.000444448156294288
"ARHGAP30",0.386028060498486,0.209569035283987,3.50661792355159e-07,9.13602420129295e-07,0.000434912841176164,0.00107862516699764,2.45248494634705e-06,0.0689530755592891,0.265957507528399,0.0223075911775325,0.00230496985479875,0.925264165162577,0.0079743169134812,0.00192859304634071,0.27872192022053,0.0107105629051944
"ARHGAP32",0.767334245808796,0.000224900318837373,7.5787192453903e-27,0.000556097468814262,2.36367526753994e-05,1.70848550446658e-06,8.4684302730561e-06,0.00568793284239114,0.000445034462248927,3.82017533393609e-08,1.03922426830668e-43,0.468547583555509,0.123815449843898,0.0646231369257905,0.101883274928994,3.51953807825143e-13
"ARHGAP44",0.759989872180067,0.00127291282557502,7.41766444380019e-25,0.00196280905887115,0.00145525422022726,2.40584143765495e-08,2.41701534706619e-05,0.240214904432116,0.0263189710804933,2.45513678915387e-06,1.88475917713466e-18,0.145305905176681,0.0159002315988379,0.103901866152703,0.530046800861895,1.17261616584713e-09
"ARHGAP9",0.179041462573895,0.125803272772793,2.53567553769154e-10,6.25756509652764e-06,0.0212837539426136,0.033517474184486,0.000795236228718409,0.028886160123026,0.0917846479217729,0.539497057160626,2.25070682730706e-05,0.148345868764973,0.3105603464455,0.0263882021644344,0.442449065734778,2.72870689637932e-05
"ARHGDIB",0.369521784699813,0.099230522372933,2.3878929971697e-12,0.000391556590903031,0.389368818696851,0.000315862991396604,0.0129356631296379,0.305621533344598,0.28165812640325,0.0443213806821751,5.89761438993216e-07,0.449682649165265,1.28997107298754e-28,4.87387400711126e-05,0.00658827343945687,0.0258641142948779
"ARHGEF12",0.71440636820472,0.00172671190468518,6.47564537097745e-17,0.0744999172604671,0.106848830690848,0.412798967251592,0.00311061696842956,0.0147417564559186,0.00639921241418476,0.155394402413844,6.35353579665318e-25,0.00457238249372501,0.00719356760949937,0.000400981500505414,0.112404505957557,2.62032839349899e-20
"ARHGEF4",0.681224210118069,0.0514286791795085,4.30959210866652e-13,0.561645454203768,0.0345184579967062,0.000163052355108361,0.00839352645813273,0.862223014330275,0.0681160850152996,1.64289326138121e-05,2.46646729942896e-29,0.025715703070093,6.6609534168692e-05,0.000293794422454132,0.000332640370335345,0.153618167945603
"ARHGEF9",0.74786700624982,0.00270606469963334,9.84405605552314e-18,0.00808872974828788,0.000322886344593789,2.99139338790591e-07,5.13378358905392e-05,0.0685913243304223,0.0145680271748283,4.5122890184188e-05,1.86203219370666e-20,0.467273827827927,0.004241496688304,0.0183749028437688,0.111193157532908,2.3158292799545e-10
"ARMCX2",0.53389031813102,0.0279734603980275,3.29214360010555e-14,0.00622409655989943,0.133583649191468,0.0341650758558043,0.000691563227046333,0.202476502875579,0.0367175028964268,0.449270877684918,3.48137503197018e-09,0.00229891667262592,0.00795850099243697,0.423386173902558,0.143710191336492,1.41258039003878e-09
"ARNT2",0.931496593237319,0.0072265395802784,4.96321287591228e-23,0.00124989578046245,1.39229935973463e-05,3.61602279234555e-05,6.91758314637273e-06,0.119958438921601,0.00868475871675552,2.67764007168613e-09,1.71580848346752e-24,0.107761797452627,0.0320402868184731,0.162825297069667,0.174748366561327,3.8052458209096e-13
